timestamp,outdoor_temp_c,wind_speed_ms,occupancy,electricity_kwh,gas_kwh,indoor_temp_c,boiler_on,outdoor_temp_c_obs,wind_speed_ms_obs,occupancy_obs,electricity_kwh_obs,gas_kwh_obs,indoor_temp_c_obs
2024-01-04 09:30,6.35,2.68,0,0.0375,0.08,19.693,0,6.265,2.45,0,0.037504,0.080579,19.859
2024-01-04 10:00,6.6,2.69,0,0.0375,0.08,19.595,0,6.363,1.97,0,0.03723,0.080641,19.712
2024-01-04 10:30,7.05,2.88,0,0.0375,0.08,19.502,0,7.306,3.35,0,0.037627,0.080197,19.487
2024-01-04 11:00,7.5,3.06,0,0.0375,0.08,19.412,0,7.277,3.45,0,0.037553,0.079711,19.313
2024-01-04 11:30,7.75,3.06,0,0.0375,0.08,19.326,0,7.404,3.53,0,0.037475,0.080151,19.421
2024-01-04 12:00,8.0,3.06,0,0.0375,0.08,19.241,0,8.191,2.61,0,0.037341,0.079161,19.589
2024-01-04 12:30,8.1,2.81,0,0.0375,0.08,19.159,0,8.171,2.82,0,0.037597,0.081237,19.301
2024-01-04 13:00,8.2,2.56,0,0.0375,0.08,19.077,0,8.256,2.9,0,0.03745,0.080398,19.089
2024-01-04 13:30,8.1,2.26,0,0.0375,0.08,18.996,0,8.087,2.44,0,0.037419,0.079998,19.12
2024-01-04 14:00,8.0,1.97,0,0.0375,0.08,18.914,0,7.964,1.87,1,0.037534,0.079429,18.859
2024-01-04 14:30,7.15,1.89,0,0.0375,0.08,18.827,0,7.316,2.67,0,0.0376,0.079975,18.6
2024-01-04 15:00,6.3,1.81,0,0.0375,0.08,18.733,0,6.363,1.22,0,0.037048,0.079953,19.07
2024-01-04 15:30,6.6,1.35,0,0.0375,0.08,18.643,0,6.741,1.76,0,0.037331,0.080276,18.627
2024-01-04 16:00,6.9,0.89,0,0.0375,0.08,18.556,0,6.599,0.96,0,0.03709,0.080107,18.629
2024-01-04 16:30,6.5,0.69,0,0.0375,0.08,18.466,0,6.555,0.55,0,0.037457,0.079324,18.279
2024-01-04 17:00,6.1,0.5,0,0.0375,0.08,18.374,0,5.659,1.94,0,0.037255,0.080313,18.627
2024-01-04 17:30,5.7,0.61,1,1.2125,12.08,19.072,1,5.972,1.05,1,1.205476,12.064685,18.935
2024-01-04 18:00,5.3,0.72,1,0.1625,12.08,19.691,1,5.094,0.83,1,0.161693,12.116087,19.865
2024-01-04 18:30,5.1,0.62,1,2.4625,4.385801,20.0,1,5.278,0.37,1,2.452233,4.400274,19.965
2024-01-04 19:00,4.9,0.53,1,1.4125,0.435663,20.0,1,4.965,0.34,1,1.411592,0.42772,19.751
2024-01-04 19:30,3.95,0.92,1,1.3375,0.642159,20.0,1,3.812,0.51,1,1.335243,0.636402,20.235
2024-01-04 20:00,3.0,1.31,1,1.3375,0.764384,20.0,1,3.001,0.3,1,1.34638,0.762342,19.843
2024-01-04 20:30,2.65,1.46,1,0.2875,1.98919,20.0,1,2.966,1.63,1,0.289545,2.019078,20.243
2024-01-04 21:00,2.3,1.61,1,0.975,1.261748,20.0,1,1.957,2.24,1,0.978313,1.238936,20.365
2024-01-04 21:30,2.2,1.61,1,0.975,1.274614,20.0,1,2.112,1.07,0,0.970422,1.296247,19.838
2024-01-04 22:00,2.1,1.61,1,0.870833,1.404521,20.0,1,2.079,1.92,1,0.869396,1.416452,20.404
2024-01-04 22:30,2.45,1.94,1,0.870833,1.359491,20.0,1,2.473,1.48,1,0.869049,1.357218,19.963
2024-01-04 23:00,2.8,2.28,1,0.870833,0.08,19.927,0,2.795,1.93,1,0.86857,0.080647,19.866
2024-01-04 23:30,2.55,2.53,1,0.0375,0.08,19.796,0,2.039,2.34,1,0.037467,0.08061,20.028
2024-01-05 00:00,2.3,2.78,1,0.0375,0.08,19.665,0,2.19,2.43,1,0.037298,0.080078,19.616
2024-01-05 00:30,2.45,2.6,1,0.0375,0.08,19.535,0,2.948,3.0,1,0.03763,0.079599,19.327
2024-01-05 01:00,2.6,2.42,1,0.0375,0.08,19.408,0,2.554,2.29,1,0.037481,0.079942,19.364
2024-01-05 01:30,2.85,2.81,1,0.0375,0.08,19.284,0,3.046,3.06,1,0.037609,0.081325,19.3
2024-01-05 02:00,3.1,3.19,1,0.0375,0.08,19.163,0,3.232,3.63,1,0.037145,0.079998,19.19
2024-01-05 02:30,3.15,3.22,1,0.0375,0.08,19.043,0,3.041,3.31,0,0.037458,0.081401,18.854
2024-01-05 03:00,3.2,3.25,1,0.0375,0.08,18.924,0,2.852,2.95,1,0.037419,0.080196,19.1
2024-01-05 03:30,3.05,3.22,1,0.0375,0.08,18.805,0,3.085,3.44,1,0.037253,0.080301,18.764
2024-01-05 04:00,2.9,3.19,1,0.0375,0.08,18.686,0,3.025,2.88,1,0.037314,0.07988,18.619
2024-01-05 04:30,2.8,3.29,1,0.0375,0.08,18.567,0,3.054,3.14,1,0.037599,0.080721,18.724
2024-01-05 05:00,2.7,3.39,1,1.2875,0.08,18.531,0,2.931,3.13,1,1.292465,0.078666,18.541
2024-01-05 05:30,2.75,3.5,1,0.0375,0.08,18.413,0,2.918,3.72,1,0.037741,0.079721,18.309
2024-01-05 06:00,2.8,3.61,1,0.0375,0.08,18.296,0,2.85,3.03,1,0.037513,0.079128,18.525
2024-01-05 06:30,2.85,3.68,1,0.0375,0.08,18.18,0,2.673,3.22,1,0.037303,0.079681,18.098
2024-01-05 07:00,2.9,3.75,1,0.1625,12.08,18.788,1,3.195,3.97,1,0.162457,12.120583,18.616
2024-01-05 07:30,2.95,3.47,1,0.0375,12.08,19.383,1,2.938,3.31,1,0.037519,12.293898,19.568
2024-01-05 08:00,3.0,3.19,1,0.0375,12.08,19.974,1,3.255,2.64,1,0.037268,12.115653,20.084
2024-01-05 08:30,3.1,3.4,0,0.0375,0.08,19.848,0,2.484,2.53,0,0.037606,0.079605,20.053
2024-01-05 09:00,3.2,3.61,0,0.0375,0.08,19.723,0,3.263,3.76,0,0.037639,0.079565,19.67
2024-01-05 09:30,3.75,3.75,0,0.0375,0.08,19.603,0,3.403,3.93,0,0.037625,0.079097,19.693
2024-01-05 10:00,4.3,3.89,0,0.0375,0.08,19.488,0,4.457,4.3,0,0.037357,0.080394,19.2
2024-01-05 10:30,4.75,3.93,0,0.0375,0.08,19.378,0,4.445,3.82,0,0.037445,0.079715,19.231
2024-01-05 11:00,5.2,3.97,0,0.0375,0.08,19.272,0,5.128,3.25,0,0.037618,0.079485,19.176
2024-01-05 11:30,5.45,3.89,0,0.0375,0.08,19.169,0,5.368,3.12,0,0.037898,0.079163,19.338
2024-01-05 12:00,5.7,3.81,0,0.0375,0.08,19.068,0,5.939,3.65,0,0.037589,0.078585,18.887
2024-01-05 12:30,6.0,3.68,0,0.0375,0.08,18.971,0,5.506,3.63,0,0.037216,0.07949,18.804
2024-01-05 13:00,6.3,3.56,0,0.0375,0.08,18.876,0,6.116,3.92,0,0.037602,0.081894,18.733
2024-01-05 13:30,6.4,3.42,0,0.0375,0.08,18.783,0,6.419,3.55,0,0.037557,0.081105,18.987
2024-01-05 14:00,6.5,3.28,0,0.0375,0.08,18.692,0,6.817,2.39,0,0.037334,0.081166,18.824
2024-01-05 14:30,6.35,2.93,0,0.0375,0.08,18.6,0,6.564,3.42,0,0.037801,0.080174,18.488
2024-01-05 15:00,6.2,2.58,0,0.0375,0.08,18.507,0,5.915,2.78,0,0.037516,0.080864,18.435
2024-01-05 15:30,5.45,2.18,0,0.0375,0.08,18.41,0,5.937,1.59,0,0.037573,0.080324,18.2
2024-01-05 16:00,4.7,1.78,0,0.0375,0.08,18.307,0,4.846,1.37,0,0.037708,0.079913,18.268
2024-01-05 16:30,4.55,1.97,0,0.0375,0.08,18.205,0,4.838,0.69,0,0.037416,0.080138,18.101
2024-01-05 17:00,4.4,2.17,0,0.0375,0.08,18.101,0,4.4,2.89,0,0.037418,0.079875,18.322
2024-01-05 17:30,4.85,2.14,1,0.0375,12.08,18.716,1,4.368,1.95,1,0.037811,12.136487,18.653
